Descriá∆o;Preáo;Estoque Dispon°vel;Custo Unit†rio;Custo Total;Preáo Total;C¢digo;Categoria;Unidade;Fornecedor Principal;Estoque Min.;Estoque Max.;Abaixo Min.;Repor;Pràmio ?;Pontos Nec.;Markup %;NCM;C¢digo Extra;C¢digo Ref.;Marca;Tributaá∆o;CEST;Peso L°q.;Peso Bruto;Inclu°do em;Alterado em;Alterado por;Comiss∆o;Localizacao
SACO DE LIXO DE 100 LITROS PRETO - MARCA : ECOMAX - PACOTE COM 100 UNIDADES;R$ 15,51;0,;R$ 10,70;R$ 0,00;R$ 0,00;70;MATERIAL DESCARTAVEL;;;100;2000;Sim;2000;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;02/04/2014 10:32:16;20/07/2020 10:35:09;admin;;
SACO DE LIXO DE 100 LITROS PRETO - MARCA : RAVA - PACOTE COM 100 UNIDADES;R$ 16,67;60,;R$ 11,50;R$ 690,00;R$ 1.000,20;289;MATERIAL DESCARTAVEL;;;5;500;N∆o;;N∆o;;45;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;27/06/2014 16:32:45;22/01/2021 14:43:52;admin;;
SACO DE LIXO DE 100 LITROS REFORÄADO - MARCA : RAVA - PACOTE COM 100 UNIDADES;R$ 27,46;471,;R$ 18,94;R$ 8.920,74;R$ 12.933,66;611;MATERIAL DESCARTAVEL;;;5;1000;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;13/03/2019 18:26:18;12/01/2021 09:27:59;admin;;
SACO DE LIXO DE 20 LITROS AZUL - MARCA : RAVA - PACOTE COM 100 UNIDADES;R$ 5,62;20,;R$ 3,88;R$ 77,60;R$ 112,40;269;MATERIAL DESCARTAVEL;;;5;1000;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;16/06/2014 20:19:37;08/09/2020 11:11:42;admin;;
SACO DE LIXO DE 20 LITROS BRANCO - MARCA : ECOMAX - PACOTE COM 100 UNIDADES;R$ 5,72;124,;R$ 3,95;R$ 489,80;R$ 709,28;313;MATERIAL DESCARTAVEL;;;50;500;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;07/08/2014 21:17:20;23/05/2018 12:00:11;admin;;
SACO DE LIXO DE 20 LITROS PRETO - MARCA : RAVA - PACOTE COM 100 UNIDADES;R$ 6,13;72,;R$ 4,23;R$ 304,56;R$ 441,36;613;MATERIAL DESCARTAVEL;;;5;1000;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;13/03/2019 18:31:23;22/01/2021 14:39:55;admin;;
SACO DE LIXO DE 200 LITROS - ECOMAX - BRANCO  - PACOTE COM 100 UNIDADES;R$ 23,63;0,;R$ 16,30;R$ 0,00;R$ 0,00;267;MATERIAL DESCARTAVEL;;;5;1000;Sim;1000;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;16/06/2014 20:18:01;22/01/2021 14:47:24;admin;;
SACO DE LIXO DE 200 LITROS - ECOMAX - PRETO - PACOTE COM 100 UNIDADES;R$ 23,63;0,;R$ 16,30;R$ 0,00;R$ 0,00;71;MATERIAL DESCARTAVEL;;;100;2000;Sim;2000;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;02/04/2014 10:33:55;30/06/2020 10:59:51;admin;;
SACO DE LIXO DE 200 LITROS - HOSPITALAR - PACOTE COM 100 UNIDADES;R$ 38,71;28,;R$ 26,70;R$ 747,60;R$ 1.083,88;185;MATERIAL HOSPITALAR;;;5;1000;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;30/04/2014 10:16:46;10/12/2020 09:27:07;admin;;
SACO DE LIXO DE 200 LITROS PRETO - MARCA : RAVA - PACOTE COM 100 UNIDADES;R$ 31,03;141,;R$ 21,40;R$ 3.017,40;R$ 4.375,23;363;MATERIAL DESCARTAVEL;;;5;1000;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;03/12/2014 13:01:33;22/01/2021 14:45:03;admin;;
SACO DE LIXO DE 200 LITROS REFORÄADO - MARCA : DAKASA- PACOTE COM 100 UNIDADES;R$ 41,32;53,;R$ 28,50;R$ 1.510,50;R$ 2.189,96;610;MATERIAL DESCARTAVEL;;;5;1000;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;13/03/2019 18:26:01;22/01/2021 14:50:33;admin;;
SACO DE LIXO DE 200 LITROS REFORÄADO AZUL - MARCA : RAVA - PACOTE COM 100 UNIDADES;R$ 32,74;0,;R$ 23,39;R$ 0,00;R$ 0,00;35;MATERIAL DESCARTAVEL;;;10;1000;Sim;1000;N∆o;;40;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;21/03/2014 19:07:14;25/09/2020 11:12:16;admin;;
SACO DE LIXO DE 240 LITROS PRETO - MARCA : PLASTFORT;R$ 34,07;340,;R$ 23,50;R$ 7.990,00;R$ 11.583,80;418;MATERIAL DESCARTAVEL;;;0;0;s/m;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;13/10/2015 14:51:47;22/01/2021 14:51:01;admin;;
SACO DE LIXO DE 30 LITROS - HOSPITALAR - PACOTE COM 100 UNIDADES;R$ 8,97;0,;R$ 6,19;R$ 0,00;R$ 0,00;181;MATERIAL HOSPITALAR;;;5;1000;Sim;1000;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;30/04/2014 10:13:34;08/06/2020 15:06:59;admin;;
SACO DE LIXO DE 300 LITROS REFORÄADO - MARCA : DAKASA - PACOTE COM 100 UNIDADES;R$ 44,55;7,;R$ 33,00;R$ 231,00;R$ 311,85;259;MATERIAL DESCARTAVEL;;;50;500;Sim;493;N∆o;;35;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;10/06/2014 19:16:46;22/01/2021 14:53:10;admin;;
SACO DE LIXO DE 300 LITROS REFORÄADO - MARCA : RAVA - PACOTE COM 100 UNIDADES;R$ 32,78;0,;R$ 22,61;R$ 0,00;R$ 0,00;180;MATERIAL DESCARTAVEL;;;10;200;Sim;200;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;30/04/2014 09:22:07;20/05/2020 16:21:42;admin;;
SACO DE LIXO DE 40 LITROS AZUL - MARCA : RAVA - PACOTE COM 100 UNIDADES;R$ 7,46;0,;R$ 5,15;R$ 0,00;R$ 0,00;268;MATERIAL DESCARTAVEL;;;5;1000;Sim;1000;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;16/06/2014 20:18:30;22/10/2020 11:26:51;admin;;
SACO DE LIXO DE 40 LITROS BRANCO - MARCA : ECOMAX - PACOTE COM 100 UNIDADES;R$ 6,69;39,;R$ 4,62;R$ 180,18;R$ 260,91;264;MATERIAL DESCARTAVEL;;;5;1000;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;16/06/2014 20:15:43;22/01/2021 14:48:42;admin;;
SACO DE LIXO DE 40 LITROS PRETO - MARCA : RAVA - PACOTE COM 100 UNIDADES;R$ 7,39;66,;R$ 5,10;R$ 336,60;R$ 487,74;000618;MATERIAL DESCARTAVEL;;;5;1000;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;13/03/2019 18:31:12;22/01/2021 14:42:28;admin;;
SACO DE LIXO DE 50 LITROS - HOSPITALAR - PACOTE COM 100 UNIDADES;R$ 12,12;1,;R$ 8,36;R$ 8,36;R$ 12,12;182;MATERIAL HOSPITALAR;;;5;1000;Sim;999;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;30/04/2014 10:14:31;10/12/2020 09:26:46;admin;;
SACO DE LIXO DE 50 LITROS REFORÄADO - PACOTE COM 100 UNIDADES;R$ 12,97;6,;R$ 8,95;R$ 53,70;R$ 77,82;340;MATERIAL DESCARTAVEL;;;10;1000;Sim;994;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;11/09/2014 09:06:48;08/09/2020 11:12:03;admin;;
SACO DE LIXO DE 500 LITROS REFORÄADO COM 100 UNIDADES - MARCA : DAKASA;R$ 79,75;0,;R$ 55,00;R$ 0,00;R$ 0,00;000622;MATERIAL DESCARTAVEL;;;0;0;s/m;;N∆o;;;90183220   AGULHAS PARA SUTURAS;;;;;;;;16/08/2017 18:03:26;12/01/2021 16:18:20;admin;;
SACO DE LIXO DE 60 LITROS BRANCO - MARCA : ECOMAX - PACOTE COM 100 UNIDADES;R$ 9,71;0,;R$ 6,70;R$ 0,00;R$ 0,00;450;MATERIAL DESCARTAVEL;;;5;1000;Sim;1000;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;26/03/2015 22:30:55;22/01/2021 14:48:10;admin;;
SACO DE LIXO DE 60 LITROS BRANCO - MARCA : RAVA - PACOTE COM 100 UNIDADES;R$ 10,09;0,;R$ 6,96;R$ 0,00;R$ 0,00;614;MATERIAL DESCARTAVEL;;;5;1000;Sim;1000;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;13/03/2019 18:31:41;14/01/2021 17:44:53;admin;;
SACO DE LIXO DE 60 LITROS HOSPITALAR - PACOTE COM 100 UNIDADES;R$ 11,70;10,;R$ 8,36;R$ 83,60;R$ 117,00;54;MATERIAL HOSPITALAR;;;10;1000;N∆o;;N∆o;;40;63079010   OUTROS ARTEFATOS CONFECCIONADOS,DE FALSO TECIDO;;;;;;;;01/04/2014 13:16:34;02/07/2020 15:04:02;admin;;
SACO DE LIXO DE 60 LITROS PRETO - MARCA : RAVA - PACOTE COM 100 UNIDADES;R$ 9,13;169,;R$ 6,30;R$ 1.064,70;R$ 1.542,97;364;MATERIAL DESCARTAVEL;;;5;1000;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;03/12/2014 13:01:48;22/01/2021 14:43:21;admin;;
SACO DE OBITO COM ZIPER 90 x 210 cm - UNIDADE;R$ 16,41;422,;R$ 11,32;R$ 4.777,04;R$ 6.925,02;406;MATERIAL HOSPITALAR;;;0;0;s/m;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;05/06/2015 13:27:39;13/07/2020 11:03:13;admin;;
SACO TRANSPARENTE DE 03 Kg TAM. 22 x 40 cm - PACOTE COM 100 UNIDADES;R$ 3,40;50,;R$ 2,35;R$ 117,50;R$ 170,00;409;MATERIAL DESCARTAVEL;;;0;0;s/m;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;21/07/2015 09:51:14;23/05/2018 12:05:24;admin;;
SACO TRANSPARENTE DE 05 Kg TAM. 30 x 40 cm - PACOTE COM 100 UNIDADES;R$ 4,65;5,;R$ 3,21;R$ 16,05;R$ 23,25;408;MATERIAL DESCARTAVEL;;;0;0;s/m;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;21/07/2015 09:51:24;23/05/2018 12:05:30;admin;;
SACOLA PLASTICA - PACOTE COM 1.000 UNIDADES;R$ 51,35;3,;R$ 39,50;R$ 118,50;R$ 154,05;347;MATERIAL DESCARTAVEL;;;0;0;s/m;;N∆o;;30;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;16/10/2014 14:40:08;07/01/2021 11:23:39;admin;;
SACOLA PLASTICA TAMANHO 25x35cm - MILHEIRO;R$ 30,45;8,;R$ 21,00;R$ 168,00;R$ 243,60;372;MATERIAL DESCARTAVEL;;;0;0;s/m;;N∆o;;;48171000   ENVELOPES DE PAPEL OU CARTAO;;;;;;;;14/01/2015 19:38:14;07/01/2021 11:23:30;admin;;
SERINGA DE 05 ml SEM AGULHA - MARCA : SR;R$ 0,18;0,;R$ 0,13;R$ 0,00;R$ 0,00;99;MATERIAL HOSPITALAR;;;100;3000;Sim;3000;N∆o;;;90183119   OUTRAS SERINGAS DE PLASTICO,MESMO C/AGULHAS;;;;;;;;04/04/2014 11:28:58;23/04/2019 08:32:48;admin;;
SODA CAUSTICA 300 G - MARCA : LUXUS;R$ 3,82;0,;R$ 2,64;R$ 0,00;R$ 0,00;326;MATERIAL DE LIMPEZA;;;10;200;Sim;200;N∆o;;;28151200   HIDROXIDO DE SODIO EM SOLAQUOSA (LIXIVSODA CAUSTIC;;;;;;;;02/09/2014 18:28:43;23/05/2018 12:12:14;admin;;
SULFATO DE ALUMINIO DE 02 Kg - MARCA : CLOR;R$ 10,87;28,;R$ 7,50;R$ 210,00;R$ 304,36;474;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;;28332200   SULFATO DE ALUMINIO;;;;;;;;13/09/2016 13:35:46;15/12/2020 16:06:58;admin;;
SUPORTE PARA FIBRA PESADA - MARCA : BETTANIN;R$ 17,40;15,;R$ 12,00;R$ 180,00;R$ 261,00;04;MATERIAL DE LIMPEZA;;;100;2000;Sim;1985;N∆o;;;74102110   FOLHA DE COBRE REFC/SUPORTP/CIRCUITIMPRESSE<=015MM;;;;;;;;20/03/2014 08:59:35;03/12/2020 14:24:21;admin;;
SUPORTE PARA GARRAF«O DE 20 LITROS - MARCA : ARQPLAST;R$ 18,58;16,;R$ 12,82;R$ 205,12;R$ 297,28;197;MATERIAL PLASTICO;;;10;100;N∆o;;N∆o;;;39241000   SERVICOS DE MESA/OUTSARTIGOS MESA/COZINHA,DE PLAST;;;;;;;;13/05/2014 10:02:29;23/05/2018 13:28:42;admin;;
SUPORTE PARA MOP P‡ DE 60 cm - MARCA : BRALIMPIA;R$ 40,60;3,;R$ 28,00;R$ 84,00;R$ 121,80;310;MATERIAL PERMANENTE;;;0;0;s/m;;N∆o;;;85171100   APARSTELEFONPOR FIO COM 1 APARELHO TELEFPORTATS/FI;;;;;;;;06/08/2014 14:45:14;25/04/2019 08:13:50;admin;;
SUPORTE PARA MOP UMIDO PONTA DOBRADA - MARCA : BRALIMPIA;R$ 16,80;7,;R$ 12,00;R$ 84,00;R$ 117,60;53;MATERIAL PERMANENTE;;;5;100;N∆o;;N∆o;;40;85171100   APARSTELEFONPOR FIO COM 1 APARELHO TELEFPORTATS/FI;;;;;;;;01/04/2014 10:08:29;08/09/2020 11:14:16;admin;;
SUPORTE PARA PAPEL HIGIENICO DE 30 ∑ 300 Metros - MARCA : TRILHA;R$ 19,98;15,;R$ 13,78;R$ 206,70;R$ 299,70;119;MATERIAL PLASTICO;;;15;100;N∆o;;N∆o;;;39229000   OUTSARTIGOS P/USOS SANITARIOS/HIGIENICOS,DE PLASTI;;;;;;;;05/04/2014 17:17:58;23/05/2018 13:28:55;admin;;
SUPORTE PARA PAPEL HIGIENICO DE 300 ∑ 600 Metros - MARCA : EXACTA;R$ 26,34;15,;R$ 18,17;R$ 272,55;R$ 395,10;535;MATERIAL PLASTICO;;;0;0;s/m;;N∆o;;;39229000   OUTSARTIGOS P/USOS SANITARIOS/HIGIENICOS,DE PLASTI;;;;;;;;25/05/2017 15:55:51;06/11/2020 15:43:08;admin;;
SUPORTE PARA PAPEL HIGIENICO DE 300 ∑ 600 Metros - MARCA : TRILHA;R$ 29,76;3,;R$ 20,53;R$ 61,59;R$ 89,28;120;MATERIAL PLASTICO;;;0;0;s/m;;N∆o;;;39229000   OUTSARTIGOS P/USOS SANITARIOS/HIGIENICOS,DE PLASTI;;;;;;;;05/04/2014 17:18:57;02/09/2020 15:49:11;admin;;
SUPORTE PARA TV ARTICULADA - MARCA : BEDIN;R$ 131,95;2,;R$ 91,00;R$ 182,00;R$ 263,90;510;MATERIAL PERMANENTE;;;0;0;s/m;;N∆o;;;85371011   SUPORTES C/APARSDE CNC,T<=1KV,C/PROCESS/BARRAM>=32;;;;;;;;08/12/2016 18:07:14;23/05/2018 13:31:32;admin;;
SUPORTE PARA TV FIXA - MARCA : BEDIN;R$ 52,05;8,;R$ 35,90;R$ 287,20;R$ 416,40;511;MATERIAL PERMANENTE;;;0;0;s/m;;N∆o;;;85371011   SUPORTES C/APARSDE CNC,T<=1KV,C/PROCESS/BARRAM>=32;;;;;;;;08/12/2016 18:07:40;23/05/2018 13:31:41;admin;;
TAMPA DESCARTAVEL DE 200 ML - MARCA : COPOZAN - PACOTE COM 100 UNIDADES;R$ 4,55;201,;R$ 3,14;R$ 631,14;R$ 914,55;241;MATERIAL DESCARTAVEL;;;100;0;N∆o;;N∆o;;45;84145190   OUTROS VENTILADORES C/MOTOR ELETRICO,DE POTENCIA<=;CAIXA COM 20 PACOTES;;;;;;;04/06/2014 20:56:36;13/10/2020 09:26:42;admin;;
TAMPA DESCARTAVEL DE 300 ml - MARCA : COPOZAN - PACOTE COM 100 UNIDADES;R$ 9,51;200,;R$ 6,56;R$ 1.312,00;R$ 1.902,00;307;MATERIAL DESCARTAVEL;;;100;0;N∆o;;N∆o;;45;33051000   XAMPUS PARA OS CABELOS;CAIXA COM 10 PACOTES;;;;;;;01/08/2014 16:30:04;04/11/2020 15:02:13;admin;;
TESOURA;R$ 5,30;16,;R$ 3,79;R$ 60,64;R$ 84,80;16;MATERIAL DE EXPEDIENTE;;;20;1000;Sim;984;N∆o;;40;82130000   TESOURAS E SUAS LAMINAS,DE METAIS COMUNS;;;;;;;;20/03/2014 13:45:45;23/05/2018 13:34:41;admin;;
TOUCA DESCARTAVEL - MARCA : JARC - PACOTE COM 100 UNIDADES;R$ 21,44;9,;R$ 16,03;R$ 144,27;R$ 192,96;000617;MATERIAL HOSPITALAR;;;10;1000;Sim;991;N∆o;;33,74922021;65069900   CHAPEUS E OUTROS ARTEFSDE OUTROS MATERIAS,EXCDE MA;;;;;;;;01/04/2014 13:46:50;18/01/2021 15:28:03;admin;;
VASCULHADOR DE TETO;R$ 16,90;5,;R$ 11,66;R$ 58,30;R$ 84,50;291;MATERIAL DE LIMPEZA;;;50;1000;Sim;995;N∆o;;;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;03/07/2014 16:10:25;04/12/2020 09:16:59;admin;;
VASSOURA ARICASA;R$ 50,38;14,;R$ 35,99;R$ 503,86;R$ 705,32;33;MATERIAL DE LIMPEZA;;;2;100;N∆o;;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;21/03/2014 19:04:55;22/12/2020 08:30:40;admin;;
VASSOURA DE CHAPA - MARCA : SAN MARCUS;R$ 5,59;5,;R$ 3,86;R$ 19,30;R$ 27,95;187;MATERIAL HOSPITALAR;;;50;2000;Sim;1995;N∆o;;;30059090   OUTSPASTAS,GAZES,SEMELHP/USO MEDICINAL,CIRURGICO,E;;;;;;;;30/04/2014 18:51:06;12/02/2020 17:19:53;admin;;
VASSOURA DE GARI ;R$ 9,64;95,;R$ 6,89;R$ 654,55;R$ 915,80;26;MATERIAL DE LIMPEZA;;;2;100;N∆o;;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;21/03/2014 18:55:03;27/01/2021 17:45:55;admin;;
VASSOURA DE PELO ANIMAL DE 30 cm - MARCA : DANY;R$ 14,22;5,;R$ 9,81;R$ 49,05;R$ 71,10;150;MATERIAL DE LIMPEZA;;;50;2000;Sim;1995;N∆o;;;30051090   OUTSPENSOS ADESIVOS,ARTIGOS ANALOGOS C/CAMADA ADES;;;;;;;;06/09/2018 16:05:37;04/12/2020 09:51:41;admin;;
VASSOURA DE PELO ANIMAL DE 60 cm;R$ 29,03;0,;R$ 21,51;R$ 0,00;R$ 0,00;05;MATERIAL HOSPITALAR;;;50;1000;Sim;1000;N∆o;;35;30059090   OUTSPASTAS,GAZES,SEMELHP/USO MEDICINAL,CIRURGICO,E;;;;;;;;20/03/2014 09:00:50;01/02/2021 15:58:59;admin;;
VASSOURA DE PELO PLUMADA;R$ 7,61;57,;R$ 5,44;R$ 310,08;R$ 433,77;318;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;21/08/2014 19:44:33;27/01/2021 17:46:26;admin;;
VASSOURA DE PELO RIGIDO DE 40 CM - MARCA : SAN MARCUS ;R$ 21,15;2,;R$ 14,59;R$ 29,18;R$ 42,30;404;MATERIAL HOSPITALAR;;;0;0;s/m;;N∆o;;;30059090   OUTSPASTAS,GAZES,SEMELHP/USO MEDICINAL,CIRURGICO,E;;;;;;;;13/05/2015 19:00:45;18/01/2021 14:50:29;admin;;
VASSOURA DE PELO RIGIDO DE 60 CM - MARCA : SAN MARCUS ;R$ 28,21;0,;R$ 19,46;R$ 0,00;R$ 0,00;136;MATERIAL DESCARTAVEL;;;0;0;s/m;;N∆o;;;39241000   SERVICOS DE MESA/OUTSARTIGOS MESA/COZINHA,DE PLAST;;;;;;;;11/04/2014 13:20:49;13/01/2021 15:46:23;admin;;
VASSOURA DE PELO SINTETICO DE 30 cm - MARCA : SAN MARCUS;R$ 7,09;96,;R$ 5,07;R$ 486,72;R$ 680,64;34;MATERIAL DE LIMPEZA;;;2;100;N∆o;;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;21/03/2014 19:05:53;27/01/2021 17:47:50;admin;;
VASSOURA DE PELO SINTETICO DE 40 cm - SAN MARCUS;R$ 10,57;36,;R$ 7,55;R$ 271,80;R$ 380,52;32;MATERIAL DE LIMPEZA;;;2;100;N∆o;;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;21/03/2014 19:04:23;27/01/2021 17:48:09;admin;;
VASSOURA DE PELO SINTETICO DE 60 cm - MARCA : SAN MARCUS;R$ 16,64;13,;R$ 11,48;R$ 149,24;R$ 216,32;298;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;28/07/2014 13:29:15;03/12/2020 11:24:13;admin;;
VASSOURA DE PIAÄAVA DE 18 FUROS ;R$ 6,25;30,;R$ 4,47;R$ 134,10;R$ 187,50;24;MATERIAL DE LIMPEZA;;;5;100;N∆o;;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;21/03/2014 18:52:11;27/01/2021 17:48:29;admin;;
VASSOURA DE PIAÄAVA REFORÄADA DE 31 FUROS ;R$ 7,49;204,;R$ 5,35;R$ 1.091,40;R$ 1.527,96;25;MATERIAL DE LIMPEZA;;;2;100;N∆o;;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;21/03/2014 18:53:00;27/01/2021 17:49:07;admin;;
VASSOURA PARA VASO SANITARIO COM ESTOJO - MARCA : DALCIN;R$ 6,42;43,;R$ 4,59;R$ 197,37;R$ 276,06;312;MATERIAL DE LIMPEZA;;;5;100;N∆o;;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;07/08/2014 21:16:14;24/09/2020 14:49:51;admin;;
VASSOURINHA DE NYLON;R$ 1,16;24,;R$ 0,83;R$ 19,92;R$ 27,84;365;MATERIAL DE LIMPEZA;;;5;100;N∆o;;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;09/01/2015 12:50:31;27/01/2021 17:49:26;admin;;
VASSOURINHA DE PIAÄAVA;R$ 1,20;24,;R$ 0,83;R$ 19,92;R$ 28,80;22;MATERIAL DE LIMPEZA;;;5;100;N∆o;;N∆o;;45;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;20/03/2014 16:58:02;27/01/2021 17:49:56;admin;;
VENTILADOR DE COLUNA 50 cm - MARCA : ARGE;R$ 236,80;1,;R$ 148,00;R$ 148,00;R$ 236,80;240;MATERIAL PERMANENTE;;;0;0;s/m;;N∆o;;60;84145190   OUTROS VENTILADORES C/MOTOR ELETRICO,DE POTENCIA<=;;;;;;;;04/06/2014 20:56:14;23/05/2018 13:37:52;admin;;
436 itens;;105414;;392254,82;575388,02;;;;;;;;;;;;;;;;;;;;;;;;
